"","sp_rich","replicate","avg_nnd","sd_nnd","hv3d","hv6d","cd","comp1_cen","comp2_cen","comp3_cen","comp4_cen","comp5_cen","comp6_cen"
"144",2,144,0.168307176918629,0,NA,NA,0.169628745916282,-0.0352767776176879,0.0557786895413221,0.0176035249096694,-0.0425770985682215,-0.011102146585802,0.028966557763554
"145",2,145,0.169361178943679,0.109235477317251,NA,NA,0.285160196247151,0.0758922822828297,-0.0565722298278768,-0.0689793286310992,-0.0291500036042607,0.0686461253285834,-0.0202476841843271
"146",2,146,0.278763255249168,0,NA,NA,0.190956872046896,-0.0273885550560106,0.123988168869417,0.0219497023855475,0.0082564646165629,-0.0152735596147076,-0.0109986833404603
"147",2,147,0.31248059599131,0,NA,NA,0.207920223434721,0.144351530469423,-0.0217119475391951,0.0088137274191455,-0.0854957705989303,-0.00485981029412471,0.0125311379435836
"148",2,148,0.342956291568539,0,NA,NA,0.307321840687318,0.157321048679193,-0.0566568271164457,-0.0052220840136775,0.0370434078790707,-0.0466034020246978,-0.0034893139819957
"149",2,149,0.231482243866621,0,NA,NA,0.200356023471243,-0.0120754016534057,0.105763426817333,0.0926769032305544,0.0433417323373765,0.0266715441676067,0.0062863158505699
"150",2,150,0.403137281822289,0,NA,NA,0.198080705481574,0.0986321289141699,-0.0047197083353915,0.044412944554297,0.0436356753226451,-0.0192443856803027,-0.0385762580805613
"151",2,151,0.387945695985228,0,NA,NA,0.154794406840437,-0.0605172043726472,-0.0079795779846006,-0.0423031802191944,0.0201415252243567,0.0276427089061275,-0.0214786629840402
"152",2,152,0.405891640025851,0,NA,NA,0.15365946146456,0.0949597911084707,-0.0570890990953139,-0.00975696590086567,-0.0244936497458392,-0.039686764305889,0.00426712561420281
"153",2,153,0.171234851075632,0,NA,NA,0.200338708162622,-0.0107144408506019,0.1146840702913,0.0252091292292394,-0.0357742395148933,-0.0236880717893588,0.0216162097774374
